gene_symbol,liver_tpm
SAP30L,5.80274
SNRNP48,5.8016
EIF2B2,5.80089
RNF144B,5.79818
WDR83,5.79663
INHBB,5.79592
TACC1,5.79562
AGPS,5.79474
UBXN11,5.79344
PCGF6,5.78655
COL4A1,5.7858
XPNPEP3,5.78512
AC005306.3,5.7849
PMP22,5.78463
CCDC93,5.78446
TMEM170A,5.78172
GPANK1,5.78082
COMMD9,5.77931
RNF216,5.77914
NIP7,5.77617
CRTC3,5.77486
MANEA,5.77122
UBAP2,5.7705
CKLF,5.76986
DGKD,5.7692
IGLV2-8,5.76741
PML,5.76627
CMB9-55F22.1,5.76487
ACTR6,5.76377
IGLV5-52,5.76345
CHAMP1,5.76121
FYN,5.76064
CTA-29F11.1,5.75792
KLHL9,5.75646
LAMC1,5.75612
TRMT1L,5.7552
MYRIP,5.75472
CD47,5.7543
TIPARP,5.75346
FAAP20,5.75331
AC004019.13,5.75247
OLA1,5.75188
GNAO1,5.75146
SDHAF3,5.75138
PTPRM,5.7509
C22orf39,5.74994
NEK4,5.7481
LINC01137,5.74709
KIF21A,5.74553
FAM117A,5.74524
MED28,5.74445
DCAF13,5.74381
MYPOP,5.74244
ZBTB33,5.742
CPE,5.74184
ZCCHC8,5.74016
ADAM8,5.73768
WEE1,5.73106
POP4,5.73002
ARID4B,5.7281
SOWAHB,5.72566
IRAK4,5.72529
KDELR3,5.72434
VMO1,5.72316
ANKRD13D,5.72277
MIOS,5.72206
NBPF12,5.7219
TRIM24,5.72129
MERTK,5.71868
HSBP1,5.7186
ARID4A,5.7155
ZC3H14,5.71429
RP11-134G8.7,5.71292
PLCG1,5.71127
RNF20,5.71025
C11orf95,5.7089
IFI16,5.70631
CCNT1,5.70587
LZTS2,5.70329
RNF19B,5.70082
YARS2,5.69923
FAM208B,5.69886
ZSWIM1,5.6971
N4BP1,5.69609
CLPB,5.69462
SENP5,5.69395
PPP2R2D,5.6936
RBMXL1,5.69277
CDK18,5.69262
GNG11,5.69259
TECPR1,5.69175
SIPA1L1,5.69173
CUL2,5.69085
UHRF1BP1L,5.68791
RP11-440D17.3,5.68741
AGO4,5.68536
TANGO6,5.68437
CARNMT1,5.68246
KLHL17,5.68244
CCHCR1,5.68006
RP11-257O5.2,5.67882
TIAF1,5.67478
APOPT1,5.66977
CCDC61,5.66796
AGFG1,5.66795
XYLT2,5.66683
SPI1,5.66332
TP53I3,5.66245
DNAJC17,5.66214
RFX1,5.65758
WRB,5.65525
GTF2H1,5.65483
TRIM15,5.65281
NOL8,5.65244
MAP3K14,5.6523
WDR48,5.65146
RP11-959F10.6,5.65124
SOS1,5.65092
TMEM54,5.65
MACF1,5.64984
ZNF770,5.64933
ALKBH4,5.64653
TMEM99,5.64512
S100A14,5.64365
RP11-344P13.4,5.64133
MINDY3,5.64076
GEMIN8,5.63749
RABGAP1,5.63671
SLC30A7,5.63625
ZBTB4,5.6352
DLC1,5.63464
RPLP0P6,5.63279
TAB3,5.63194
CUL3,5.63081
C2orf42,5.63071
SNORA61,5.62691
SAC3D1,5.62231
NUP35,5.62229
VMA21,5.61974
EIF1AY,5.61757
INTS13,5.61564
CTBS,5.6145
ZHX3,5.60971
GMEB2,5.60945
CARD19,5.60922
MARCO,5.60598
KCTD6,5.60558
ST20,5.59966
RNF220,5.59904
EEF2K,5.59895
TXLNG,5.59792
MTMR1,5.59738
LGALS3,5.59619
CPED1,5.59614
CHMP4C,5.59589
CCDC51,5.59461
ACTR3B,5.59251
TMEM39B,5.59189
EHD4,5.59087
POLR3K,5.58924
GSTT2B,5.58914
NAGPA,5.58882
LYRM9,5.58812
ITGAV,5.58759
RPL18AP3,5.58715
MPP5,5.58683
TBC1D22A,5.58671
HSPA14,5.58093
FAM83A-AS1,5.57822
DNMT1,5.57814
SLC10A3,5.57425
BCL9L,5.57393
MRRF,5.5704
UBE3A,5.56864
APPL1,5.56746
FARP1,5.56676
ZBED5-AS1,5.56567
ITGB1BP1,5.56312
RP11-157P1.4,5.56117
PDE3B,5.56019
TCN2,5.5594
ZNF503,5.55775
TOR1AIP1,5.55699
MED12,5.55469
MFSD8,5.55461
RNF6,5.55417
ZNF121,5.55213
OLMALINC,5.54885
CDK12,5.54731
HECA,5.54315
NAA40,5.54138
CDK8,5.54102
BAK1,5.54096
PSEN2,5.54049
ZNF865,5.53875
CCDC14,5.53659
SKAP1,5.53227
PEX1,5.52843
IGLV2-11,5.52659
ACD,5.52595
RP11-228B15.4,5.5259
KLHL20,5.52414
ANKRD11,5.52359
P4HTM,5.52264
DHX40,5.52262
EVA1B,5.52065
RP11-574K11.24,5.51984
DMRTA1,5.51721
MIER1,5.51497
ZNF219,5.5149
MAP3K5,5.51364
TMEM218,5.50516
BACH1,5.50364
ANKRD12,5.50107
LIMA1,5.49994
IGFBP6,5.49863
SNX21,5.49848
BOLA3,5.49816
CEP104,5.49655
RHBDF1,5.49439
IRF8,5.49232
IGSF23,5.4909
DNAJB6,5.49068
NPHP3,5.49047
ITGB2,5.48827
RIOK1,5.48612
TOP3A,5.48318
AARS2,5.48195
PRKCDBP,5.47962
KRTCAP3,5.47958
CLSTN1,5.47905
FAF1,5.4689
RPS6KA1,5.46494
MSTO1,5.46392
RP11-434D9.1,5.46363
ELMOD2,5.46051
GIMAP5,5.45995
APOOL,5.45926
ZFC3H1,5.45716
LIN7A,5.45582
FBXO25,5.45404
INTS8,5.45171
AGPAT5,5.45063
BIN3,5.45043
RP1-95L4.4,5.45033
ONECUT1,5.44863
UCHL5,5.44786
ATG14,5.44707
CCL4,5.44638
NBPF13P,5.44617
RBMX2,5.44534
SFXN2,5.44524
FAM200B,5.44502
TCF3,5.4448
TAF4,5.44374
CRYGS,5.44335
SNRNP35,5.44292
TUBGCP3,5.4407
ZNF335,5.4394
SAV1,5.43682
DCUN1D1,5.43665
IREB2,5.43509
FOLH1B,5.43464
CH17-340M24.3,5.43246
R3HCC1L,5.43177
METTL9,5.43131
SLC18B1,5.42895
MOB4,5.42858
CDAN1,5.4228
GBA,5.42144
CRNKL1,5.42089
MCUR1,5.42068
ACP5,5.42059
RP11-798K3.2,5.42046
ORC3,5.41928
IGLV3-21,5.41649
RGS5,5.41409
FOXN3,5.4133
SYT17,5.41149
LBH,5.40479
UACA,5.40393
KATNB1,5.4028
RAB28,5.40206
DNAJC2,5.40165
TRMT10B,5.40127
MAPK9,5.40096
SMARCA2,5.40037
TBC1D4,5.39951
AZI2,5.39875
FCHO2,5.39758
ZNF777,5.39756
CD55,5.39432
CCND3,5.39428
SLC1A2,5.39307
MISP3,5.39226
TGFB1I1,5.39058
AKAP10,5.38888
AKIP1,5.38863
ARL5A,5.38822
STX17,5.3874
DNAAF2,5.38614
ZMAT1,5.38549
CRIPT,5.38436
ZMYM4,5.38317
CYBRD1,5.3787
APLNR,5.37869
SCG5,5.37798
SNRPGP10,5.37716
ZNF652,5.37714
SP2,5.37499
TPCN2,5.37474
FAM199X,5.37446
PAWR,5.37153
RP13-650J16.1,5.37099
VPS41,5.37083
GTF2A1,5.37012
CMC1,5.37004
PRG2,5.36969
RP11-661A12.5,5.3666
KIAA1429,5.36643
GATSL3,5.36606
PHLPP1,5.36561
RCHY1,5.36385
COG2,5.36182
TULP3,5.35508
BCL2L11,5.35113
CRYAB,5.35029
NHLRC2,5.35018
POLR2J4,5.34985
DHRS7B,5.34955
DDX11,5.34915
ISCA2,5.34903
CAPRIN2,5.34783
TOE1,5.34628
SMNDC1,5.34309
ZKSCAN8,5.34243
ADNP2,5.342
DNAJC16,5.34174
HS1BP3-IT1,5.3376
SLC1A4,5.33681
REC8,5.33622
CYLD,5.33513
CYB561A3,5.33475
SIRT1,5.33471
KCND3,5.33413
SLC29A3,5.33399
FBXO3,5.33202
TATDN1,5.33195
PACS1,5.33189
MANBA,5.33121
SMIM13,5.32964
USP30-AS1,5.32887
JMJD6,5.32763
GPC6,5.32721
TLE3,5.32598
CHN2,5.32474
MYO1F,5.32321
TMEM220-AS1,5.32233
USP32,5.3221
MPLKIP,5.3218
ASCC1,5.32151
ZNF275,5.31948
PPIH,5.31883
LIN37,5.31742
COX10,5.31309
GMFB,5.31184
WAC-AS1,5.31029
RALGDS,5.3101
MMP2,5.30998
HAND2,5.30699
SNORA4,5.30602
RP11-332M2.1,5.30418
ADCK1,5.30189
TIMM21,5.30143
TENM1,5.29834
SPTLC1,5.29762
C1orf56,5.29731
TMA16,5.29637
TDG,5.29112
SUMF1,5.29106
ZNF224,5.28975
RP11-1260E13.2,5.28851
CHCHD5,5.28838
TMEM238,5.2834
KBTBD11,5.28311
KMT2D,5.28264
RP11-5C23.1,5.27781
ADD3,5.27632
CTC-360G5.9,5.27629
RALGAPB,5.2751
FCGR2B,5.27332
VPS35,5.27301
RAD54L2,5.27289
BGLAP,5.27004
THOC5,5.26993
LEMD3,5.26979
ZNF687,5.26752
TMEM187,5.26747
EXOC2,5.26716
FLYWCH2,5.26529
RPIA,5.26172
ELN,5.2614
DNMBP,5.26116
PYROXD2,5.25563
MAP3K6,5.25428
RP11-303E16.2,5.25147
GOLPH3L,5.24987
IFNLR1,5.24838
MAPK8,5.24821
IFT122,5.24818
CYP1A1,5.24803
MPV17L,5.24796
UTP4,5.24578
TRIM68,5.24496
NCDN,5.24263
RAD50,5.24169
TRPM4,5.23849
AC106876.2,5.23692
NUP160,5.23643
MAP4K5,5.23412
C1orf162,5.2331
SLC4A4,5.22916
P2RY11,5.22795
CTSK,5.22782
FOXN2,5.22702
BET1,5.22576
DNASE1L1,5.22486
HGF,5.22435
DHX36,5.22192
BAIAP3,5.21878
SEPT7P2,5.21829
IER5L,5.21792
GPR137B,5.21691
ZNFX1,5.21671
FOXK2,5.21559
AKNA,5.21452
AGGF1,5.21322
SNORA33,5.21271
KIAA0355,5.2119
C5orf51,5.21129
SOCS1,5.21032
C8orf46,5.20951
LHFP,5.20918
GIMAP4,5.20865
RBM4B,5.20781
RBSN,5.20595
TGFBR3,5.20517
MOB3A,5.20512
ARFGEF1,5.20362
TSSK3,5.20169
RABL3,5.19773
MMAA,5.19534
SLC25A26,5.19271
PYCARD,5.19198
TSPAN8,5.19096
SLC26A11,5.19037
SMPD2,5.19016
HELZ,5.18951
TRAK1,5.18924
CENPS,5.18612
DROSHA,5.18363
FAM120B,5.18346
NKIRAS1,5.18245
RGS16,5.18196
DES,5.18058
KAT14,5.17783
PALLD,5.17476
NRIP1,5.17312
ORC5,5.17297
TAF9B,5.17288
SLC35A5,5.17153
C1orf52,5.17028
KRBOX4,5.16907
HDAC7,5.16794
FAM92A,5.16783
ACOT9,5.16721
TRIOBP,5.16599
RP3-402G11.28,5.16484
TTC13,5.16469
RP11-234A1.1,5.1642
TTC7A,5.16411
TRIM65,5.16328
RNF141,5.16238
CUL9,5.16231
SNX18,5.16102
DHX8,5.16014
DHX35,5.15855
SDE2,5.15695
TCOF1,5.15577
RALBP1,5.15512
PPP3CA,5.15203
CPLX1,5.15196
ANTXR2,5.14907
ZMYND8,5.14862
RP11-421F16.3,5.1485
HMGN5,5.14754
TUBA1A,5.14654
SYNRG,5.14578
ME1,5.14549
ROCK1,5.14433
TMCO4,5.1438
CHD8,5.14222
ORC2,5.14187
MED14,5.1395
MLYCD,5.13578
SMARCAD1,5.13517
MALT1,5.1338
HUS1,5.1332
ZNF740,5.13284
USP38,5.1297
RANGRF,5.12881
PPP2R5E,5.12661
ATXN7,5.12548
RNF38,5.12376
SAMD5,5.12365
OTUD1,5.12346
BTF3L4,5.12057
WIPF2,5.11899
FAM118A,5.11738
AC016739.2,5.11717
MAP3K4,5.11362
PLEKHA1,5.11273
TMEM38A,5.1126
EFNA4,5.11242
HECTD4,5.11164
NUDT13,5.10989
MAP3K8,5.10777
RP11-254F7.2,5.10535
DIP2A,5.10468
FAM173B,5.10405
BRD3,5.10397
TSHZ1,5.1026
ZFPM1,5.10163
SEMA6C,5.10002
NBPF11,5.09879
FYCO1,5.09862
RP11-49I11.1,5.09708
EIF4ENIF1,5.09617
CHST7,5.09595
RPARP-AS1,5.09503
CDS2,5.09194
DNAAF5,5.09119
CFP,5.09109
CTDP1,5.08806
DCTN5,5.0871
HLTF,5.08591
LINC00106,5.08496
GIGYF2,5.08447
TERF1,5.084
KIF1B,5.08369
DPYSL2,5.08255
PTGFRN,5.08213
ARL4AP3,5.08201
FGR,5.08188
FERMT3,5.08051
TRIM3,5.07871
GPATCH8,5.07841
PURB,5.07787
VPS33B,5.07469
SVBP,5.07362
STARD3NL,5.07145
EP400NL,5.0711
RP11-53O19.3,5.07108
AC009403.2,5.06931
RASA1,5.06821
EIF2AK4,5.06819
SLC13A3,5.06531
PRKAR1B,5.06177
PKD2,5.06137
TGIF2,5.0595
KLHDC4,5.05751
RP13-516M14.1,5.05461
NLRX1,5.05452
OGFR-AS1,5.05444
DNAJC21,5.05312
RNF168,5.05287
SLC25A43,5.05068
FAM213B,5.05063
KTI12,5.04857
RPAP1,5.04771
MTMR6,5.04747
H3F3AP4,5.04624
DCAF10,5.04412
ASPH,5.04339
RP11-122K13.12,5.04034
RBBP5,5.03909
ING2,5.03483
MAN1C1,5.03297
FAM69B,5.03103
CDC42BPA,5.02966
INPP5E,5.02455
SDHAF4,5.02444
MRPL48,5.01794
DCBLD2,5.01783
C3orf58,5.01562
LYAR,5.01508
USP15,5.0146
EEF1E1,5.01415
RABEP2,5.0131
PSD3,5.0123
FYTTD1P1,5.01167
SH3BP5-AS1,5.01125
HS2ST1,5.01034
SGMS1,5.01009
PRMT7,5.00801
TMEM189,5.00796
ZNF721,5.00783
BCL2L10,5.00781
LIG1,5.00717
VTA1,5.00644
RHOT1,5.00552
FAM167B,5.00447
ZCCHC10,5.00229
USP1,5.00214
TMTC4,5.00189
FBXO34,5.00033
ACTR5,4.99976
AHCTF1,4.99962
RP11-496I9.1,4.999
NCOA3,4.99678
AC113189.5,4.99293
MPZL3,4.99045
TMEM52,4.98971
LIFR,4.98921
PRKDC,4.98786
CALML4,4.98674
HORMAD2-AS1,4.98608
NECAB2,4.98519
AC074117.10,4.98435
TRIO,4.98067
APBA1,4.97999
NAT6,4.97979
INPP5B,4.97722
TERF2,4.97722
CNGA1,4.97623
GATAD2B,4.97371
CCL3,4.97288
ASF1A,4.97155
TMEM165,4.97148
HSPA13,4.96929
LLNLR-245B6.1,4.96494
GALNT11,4.96335
VOPP1,4.9617
RAPH1,4.96155
MTHFR,4.96152
LPAR6,4.96132
KCTD18,4.96122
NLGN2,4.96089
CDC40,4.9602
NAA30,4.95763
KLHL22,4.95683
SLC39A6,4.95413
FOXO4,4.95354
THRB,4.95114
EVI5,4.94867
FXYD5,4.94773
AMOTL1,4.94698
DIMT1,4.94634
TMF1,4.94418
PQLC3,4.94256
RP11-864N7.2,4.94223
OXR1,4.94101
WLS,4.94013
RP11-218M22.1,4.93453
FOLH1,4.93424
MYSM1,4.93345
SMCHD1,4.93116
HKR1,4.92787
TGFBR1,4.92677
ZNF385B,4.92577
GCA,4.92495
FMOD,4.92375
MICAL1,4.92303
TMOD3,4.92224
TBC1D25,4.91712
CECR2,4.91656
HLCS,4.91504
TAF5L,4.91481
MKS1,4.91436
ZNF160,4.91323
CNOT10,4.9121
CAV1,4.90887
RPP14,4.90871
FNIP1,4.90864
NAA35,4.9057
ATP9A,4.90549
POGK,4.90528
TRAPPC2,4.90027
UQCC3,4.8998
CBWD2,4.89869
MPPE1,4.89624
HDDC3,4.89365
MSL3,4.89289
MRM1,4.8914
ZNF576,4.88908
BICD2,4.88883
SAYSD1,4.88818
HCP5,4.88707
RP1-151F17.2,4.88392
DEAF1,4.88386
PTRH2,4.88053
STX8,4.87521
DIP2C,4.87227
EEF1AKMT1,4.87182
NLN,4.8704
TMEM62,4.86991
IGLV2-23,4.8678
NUDT19,4.86767
AHDC1,4.86668
MAML1,4.86666
SNX29P2,4.86457
AC069282.6,4.86375
NSL1,4.86329
TBCEL,4.86281
ERGIC2,4.86079
FGD4,4.85685
MEF2B,4.85679
RRM1,4.85672
CREM,4.85655
RP4-680D5.8,4.85537
NDRG3,4.85461
TRMT61B,4.85379
BLOC1S3,4.8519
MED23,4.85139
CTD-2267D19.3,4.85132
FEN1,4.85128
NEU3,4.85069
ZNF446,4.84893
OSTM1,4.84814
STPG3-AS1,4.84588
LCN2,4.84532
XPNPEP2,4.84473
MED9,4.8431
ARHGAP10,4.84148
CASC10,4.84064
PSMD5-AS1,4.84004
KDM3A,4.83843
YAE1D1,4.83545
MROH6,4.83514
MLKL,4.83471
RNF115,4.83096
RP5-1074L1.4,4.82962
ZNF44,4.82853
KAT6A,4.82812
ZNF75A,4.82757
RRN3P1,4.82732
PSEN1,4.82673
LDAH,4.82658
CTC-444N24.8,4.82605
MT2P1,4.82364
ZBTB44,4.82289
KDELC2,4.82256
ELMO1,4.81889
IFT46,4.8184
NCKAP1,4.8146
ZC3HAV1,4.81284
IL33,4.80921
ICE1,4.80713
CX3CL1,4.80605
EED,4.80468
SEC14L1,4.8046
MKL1,4.80391
ZNF644,4.80228
SPINT2,4.80012
PXDN,4.79649
BBS1,4.79332
DHX37,4.79254
AKR1B1,4.79219
PI4KAP2,4.78766
CRAMP1,4.78761
CDK17,4.78676
CREBRF,4.78527
RFC5,4.78098
NUP133,4.77675
ZDHHC17,4.77366
HSPB11,4.7727
SNRNP40,4.77203
NLK,4.7718
IFIT5,4.77099
MYH11,4.7685
BCAP29,4.768
HK3,4.76513
TCF12,4.76442
FRG1BP,4.76081
ZNF23,4.76057
TRPV4,4.75999
DENND1C,4.75809
CRIP3,4.75795
MT1JP,4.75622
CHUK,4.75307
FUNDC1,4.75226
RNASEH1,4.75206
TMEM234,4.75163
PPM1M,4.75106
FXYD6,4.74965
ERICH5,4.74917
ANKRD49,4.74889
SUGCT,4.74761
CCDC120,4.74743
NIPBL,4.74676
PDE2A,4.74434
FRMD4B,4.74195
RP11-156K13.1,4.74181
SBNO1,4.74093
TRIM33,4.73948
CDRT4,4.73913
STAM2,4.7391
SRPK2,4.73836
PIGG,4.73659
NR2C2AP,4.73637
NCF4,4.73527
MICU3,4.73471
DNAH1,4.73283
FLJ22763,4.73113
RP11-661A12.9,4.73019
TPRG1-AS1,4.72889
IL22RA1,4.72606
SCNM1,4.72595
WASF1,4.72557
MDFIC,4.72325
RAD51-AS1,4.72311
CPEB3,4.72094
C1orf35,4.72088
BRCC3,4.71908
RPRD2,4.71852
KIDINS220,4.71851
MAGIX,4.71673
ZSCAN21,4.71635
DNAJC13,4.71566
ELMSAN1,4.71254
MFSD11,4.71122
RGP1,4.71063
DNTTIP2,4.71019
RP11-635N19.1,4.70662
RNF41,4.70576
KLC1,4.705
LBX2,4.70486
C5orf22,4.70442
C17orf58,4.70165
RP11-342K6.1,4.70127
DCUN1D2,4.69961
SLC6A16,4.69941
PLCD1,4.69677
KCTD10,4.69668
PPP3CC,4.69647
ITGA7,4.69569
DRAIC,4.69337
PRMT6,4.69326
IGLV3-19,4.69307
ZNF326,4.6888
PIM2,4.68582
TIMM8A,4.6849
POMT2,4.68475
GLTSCR1,4.6839
MMP25-AS1,4.6836
ZCCHC11,4.68312
FASTKD3,4.67998
RP11-421L21.3,4.67928
BLOC1S5,4.67889
SCRN3,4.67883
ST3GAL3,4.67872
FKRP,4.6767
URAHP,4.67548
ATF7IP,4.6754
C2CD2,4.67515
IGHV5-51,4.67485
UBIAD1,4.67403
C12orf43,4.67358
RLF,4.67134
RP4-568C11.4,4.67091
TYW3,4.67031
ZSCAN26,4.6698
GIMAP7,4.66913
OSER1-AS1,4.6683
TMEM133,4.66595
RP11-347I19.8,4.66523
TIMM22,4.66493
NUP58,4.66458
KANSL1,4.6631
SFRP5,4.66246
EP400,4.65944
ATP2B1,4.65923
UBA6,4.65875
HLA-DRB6,4.65739
TP53RK,4.6571
LRRC28,4.65417
MSANTD2,4.65367
RBAK,4.65166
PTAR1,4.64908
CEPT1,4.64681
LMTK2,4.64596
TEAD2,4.64531
ADRA2B,4.6432
LYN,4.64254
LMF1,4.64018
EMC1,4.63953
RAD52,4.63894
TSC22D2,4.63649
RCBTB1,4.6359
HEMK1,4.63403
WDR70,4.63386
RAB21,4.6335
ADAMTS10,4.62763
RIC1,4.62591
SKA2,4.62495
INTS7,4.6217
CHRNE,4.62153
TMEM139,4.61906
TRAPPC9,4.61743
PPP2R3C,4.61604
ABHD18,4.61563
AP006285.7,4.61541
UHRF2,4.61173
DIABLO,4.61103
APOO,4.61103
SEH1L,4.60958
DIS3,4.60894
TAF1,4.60868
MORC4,4.60849
TANGO2,4.60772
CNOT2,4.60743
TRRAP,4.60661
PHF20L1,4.60558
RP11-286N22.16,4.60471
RP11-34P13.16,4.60361
RP11-488C13.5,4.60351
SNHG12,4.60292
POGLUT1,4.60234
NEDD4,4.60195
ZNF791,4.59733
NAPEPLD,4.59707
C2orf49,4.59584
BCL7C,4.59338
ZNF841,4.59229
NPFF,4.59141
PAQR9,4.59127
AC018738.2,4.59086
SAA3P,4.59079
SPNS2,4.5904
RCN1P2,4.58811
TRMT13,4.58711
FKBP10,4.58518
TLCD1,4.58503
PFAS,4.57975
NCALD,4.57973
RAPGEF5,4.57708
PDE12,4.57588
ZZZ3,4.57533
STK17A,4.57446
STAM,4.57232
TMEM30B,4.57213
NR4A2,4.56893
HILPDA,4.5665
RP11-817J15.3,4.56581
RP11-46D6.1,4.56565
RP11-736N17.10,4.56523
CASP2,4.56265
SSTR1,4.55851
HERC2,4.55397
ZNF514,4.55266
ARMC8,4.55148
SIN3A,4.55064
RP3-508I15.20,4.5506
MSH6,4.55002
ETV6,4.54757
TCAF1,4.54708
PLCH2,4.54632
SOS2,4.54567
DCP1A,4.54479
PDCL3,4.54371
CTD-2284J15.1,4.54348
NINJ2,4.53997
FITM2,4.53986
USP3,4.53942
FUT6,4.53904
BRAP,4.53903
VPS37D,4.53822
TRBC1,4.5376
RP11-290D2.6,4.53451
ADORA2A,4.53264
ABHD13,4.53185
INTS4,4.53171
RP11-700H6.4,4.53094
TTLL4,4.53052
EXTL3,4.52911
ZNF561,4.52751
PSIP1,4.52727
OSGIN2,4.52536
MTHFD2L,4.52481
WDR44,4.52405
BORCS6,4.52344
IGLV3-25,4.52326
AC010761.9,4.52257
ZNF318,4.52256
HBD,4.51916
URB1-AS1,4.51777
GMCL1,4.51723
ITSN1,4.51642
MED20,4.51509
ANKIB1,4.51438
ZNF75D,4.51417
ANXA1,4.51335
SUV39H1,4.51273
ZNF84,4.51223
STARD8,4.51127
SETD4,4.51064
C1orf21,4.50878
ZBTB40,4.50829
LYSMD1,4.50695
POLR3C,4.50657
IL18R1,4.50651
LINC01314,4.50549
IFIT1,4.50468
PDE6D,4.5045
CYP26A1,4.50447
MFGE8,4.50384
NAT1,4.50374
TUBA1C,4.50344
CHORDC1,4.50195
SLC30A6,4.50058
AC007969.5,4.50046
C1GALT1,4.50011
RP11-466H18.1,4.49445
BASP1,4.49386
VAMP4,4.4928
RP1-40E16.11,4.48995
DYM,4.48889
ZNF410,4.48567
RP11-250B2.3,4.48541
PIP5K1C,4.48336
RCBTB2,4.48221
FAN1,4.47897
INIP,4.47654
METTL14,4.47502
HDAC10,4.47405
HS1BP3,4.47309
ONECUT2,4.47261
DSN1,4.47134
CYGB,4.46706
DARS2,4.46681
CADM1,4.46516
ASH1L,4.46497
NBR2,4.46409
MAP3K10,4.46213
MED21,4.46181
CACUL1,4.46078
RLIM,4.45891
PTGIR,4.45888
MIER3,4.45762
SPG20,4.45731
LCMT1,4.45726
APTR,4.45666
BTRC,4.45439
C20orf96,4.45328
LILRB5,4.45273
EVI5L,4.44991
DBP,4.44928
DCBLD1,4.4486
HBS1L,4.4471
KIAA0391,4.44695
PIK3C2G,4.44319
MICAL2,4.44261
KDM2B,4.44058
PDGFRA,4.43704
REG1A,4.43642
COQ2,4.43552
TAOK3,4.43527
RUSC1,4.4335
RP11-468N14.3,4.43286
CUX1,4.43249
RBM7,4.43233
VPS37B,4.43209
RP11-87H9.4,4.42971
CXorf40A,4.42954
KDM6A,4.42824
FAM180A,4.42819
KDM7A,4.42777
LINC01564,4.42695
DEPDC5,4.42658
RELB,4.42612
RSBN1L,4.42541
MAP3K20,4.42523
AC005363.9,4.42409
IGLV1-44,4.42324
MTO1,4.42189
AC005154.6,4.41998
PPP1R13L,4.41959
HIP1,4.41569
ZNF254,4.41468
SWSAP1,4.41341
ATAT1,4.40854
PLS1,4.40769
ZDHHC14,4.40477
GBP3,4.40458
PTK2,4.4045
PIK3CB,4.404
ZBTB43,4.40293
LPCAT1,4.39752
CTD-2012K14.8,4.39669
RRP8,4.39563
PHF21A,4.39453
PPHLN1,4.39363
RP11-148K1.12,4.39326
RFX5,4.39251
RP11-426C22.8,4.3922
RPL10P16,4.39056
UBE2D1,4.38884
SNED1,4.38825
UXS1,4.38795
CTD-2240J17.2,4.38785
DHFR,4.38648
DPY19L4,4.38631
RP11-1259L22.2,4.38229
CDPF1,4.38131
TLR2,4.38107
RP11-420L9.5,4.37975
CD163,4.37926
DNAL4,4.37766
RP11-802E16.3,4.375
RP11-799B12.2,4.37414
BRI3BP,4.37406
PIGL,4.37391
ZMYM5,4.37385
GGPS1,4.36889
TRIP11,4.36863
FUZ,4.36854
TSPAN7,4.36758
ATXN1L,4.36649
MTCO1P40,4.36649
PDPR,4.36648
PRKCA,4.36489
YEATS4,4.36456
AC006978.6,4.36407
SGK3,4.36269
RABL2B,4.36245
RAPGEFL1,4.36222
COTL1,4.36186
CDK14,4.36175
RPL5P34,4.36065
RIT1,4.36051
CHMP3,4.36033
ANGPTL2,4.36014
FBXO33,4.35751
DDX58,4.35737
HERC4,4.3566
ZDHHC11B,4.35508
TRIM37,4.3536
ACBD6,4.35308
GTF2F2,4.35271
STAT5A,4.3505
DNAJB14,4.34947
THTPA,4.34752
CTD-2186M15.3,4.34364
SATB1,4.34288
INTS12,4.34176
RP3-508I15.21,4.34042
IGHV3-7,4.34
STK24,4.33908
TBC1D22B,4.33907
KLRK1,4.33759
KATNA1,4.3336
GPR157,4.33345
MMD,4.33256
ZNF277,4.33214
EXOSC3,4.33167
RNF170,4.33167
OVGP1,4.33015
LNPK,4.3296
FSCN1,4.32779
MTR,4.32599
DTX2,4.32564
HPS6,4.32555
SPOPL,4.32478
AC139100.4,4.32475
TTC9C,4.3232
GTF3C3,4.32315
BEX4,4.32198
MBTD1,4.32065
FBXW7,4.32039
WDR90,4.31953
CNIH4,4.31866
TLCD2,4.3158
PHF14,4.31507
WASH3P,4.31451
LDB2,4.31215
NUDT4,4.31158
BPGM,4.311
JADE1,4.30903
ZBTB11,4.30809
TRANK1,4.30721
HERC1,4.30479
NAA25,4.30367
TBPL1,4.30121
NTN1,4.30068
FARS2,4.29962
PIKFYVE,4.29931
RP11-140K17.3,4.29867
TRUB1,4.29747
SLC25A25-AS1,4.29729
TANC1,4.29692
RNF111,4.29589
PRKCD,4.29394
MIR135A1,4.29361
TAOK1,4.29202
PRODH,4.29192
DOCK4,4.2917
PIK3IP1,4.29118
NHEJ1,4.29062
WASH2P,4.29045
RAB22A,4.29031
IFT88,4.29016
CASP1,4.28842
RP11-158M2.3,4.28784
CYP3A43,4.28768
BBS10,4.28677
KCTD15,4.28352
HNF1A-AS1,4.28329
TMEM106B,4.28044
TMEM178A,4.27906
CASP9,4.27798
SERPINB9,4.27701
VIL1,4.27636
EPB41L2,4.27604
IFT74,4.27335
TBC1D14,4.2705
DNAJC15,4.26949
MYO5B,4.26892
CDC73,4.26891
NCOA6,4.26849
AIDA,4.26769
LINC00294,4.26662
DNAJC10,4.26524
RP11-147L13.12,4.26483
RP11-226L15.5,4.25964
OSBPL8,4.25567
RP11-661A12.8,4.25407
ZNF579,4.25129
FAM208A,4.25064
HLA-DMB,4.24763
ZNF195,4.24602
