distribution,loo_influence
background,0.005157612655323273
background,0.00850491958075128
background,0.016918443818433163
background,0.00809288631643017
background,0.010618872011306952
background,0.012594373013349303
background,0.012197560570821641
background,0.00695263206438619
background,0.01835224941915189
background,0.009734144979624826
background,0.021274075877495396
background,0.006667343340973954
background,0.013434709456612933
background,0.010397827817379293
background,0.004465819747084263
background,0.01482014582285263
background,0.014315538734479936
background,0.006155373494486425
background,0.009348838798466706
background,0.03772960747396827
background,0.009274004041319247
background,0.01593395818933329
background,0.004690479095167633
background,0.030558102274276282
background,0.01229343950270038
background,0.013081608279173335
background,0.02013363511667434
background,0.02027962272341037
background,0.0060687509398997435
background,0.007512906232069046
background,0.02154902116534484
background,0.011576488136742526
background,0.008098166327872228
background,0.026656117015867467
background,0.005858709694317195
background,0.008352492318221353
background,0.011312274943033766
background,0.008046135755298056
background,0.008833130527325995
background,0.010312411271365715
background,0.008938686071795912
background,0.0207883980063454
background,0.016369923979202807
background,0.016498123657521218
background,0.03036352769699642
background,0.006794591249886991
background,0.00817783087719973
background,0.0113531178848755
background,0.009522698416605973
background,0.007978339331680044
background,0.014460831241554133
background,0.00552632490398953
background,0.02308281767179749
background,0.007209040702806851
background,0.011118852471966622
background,0.018682411780366275
background,0.02203821581167906
background,0.018531712247093823
background,0.023361875776650175
background,0.011484276454754791
background,0.006877355240652425
background,0.023163221091444385
background,0.008527750214697939
background,0.005370272400108512
background,0.01073795469699218
background,0.012956093081001204
background,0.014830956084913204
background,0.012704928632262956
background,0.009923629726106
background,0.006199033031203921
background,0.009331096882514942
background,0.00573656765220379
background,0.011099486139817587
background,0.01008128298035069
background,0.008151187353773261
background,0.007040783798327282
background,0.02362766481681198
background,0.0052587098485843715
background,0.012229311333565402
background,0.014554499652292656
background,0.011699281395838543
background,0.009171134094895674
background,0.019369563819853233
background,0.023823194986118665
background,0.009590247478266086
background,0.008320718259142663
background,0.006842151807114946
background,0.012435053186128517
background,0.005602145750849927
background,0.02575347315132755
background,0.016483916036575473
background,0.019648126004839183
background,0.015126941973182938
background,0.008841865869533267
background,0.02153927117152103
background,0.00628562939071222
background,0.016424455886162845
background,0.016159154374211074
background,0.010321641519209097
background,0.020891557622018404
background,0.018954091272149524
background,0.021364659854284946
background,0.01554971959904527
background,0.030379139761676964
background,0.020542769780047557
background,0.009196899805044307
background,0.016715125587460654
background,0.014370276939881335
background,0.009169034841598976
background,0.009108047350238277
background,0.005672295287052243
background,0.007490907604031398
background,0.014418783667440756
background,0.0071269073369877416
background,0.009653665362722368
background,0.01180652425382275
background,0.022988003235301292
background,0.010096522987064023
background,0.014153960923250967
background,0.010652680981127894
background,0.009796966203696994
background,0.012182109457564292
background,0.00548319745473918
background,0.02239058097476615
background,0.0040275954846017105
background,0.013608988460174713
background,0.007441165187499904
background,0.02409067425918789
background,0.02514507853484385
background,0.009211926033998799
background,0.016291585892532667
background,0.008271828116571605
background,0.008243059638399271
background,0.017858577950965866
background,0.009613406433589733
background,0.007113868635880229
background,0.009398106883849308
background,0.025236008960179565
background,0.008098785816680318
background,0.015735496895451496
background,0.013541383763560438
background,0.004829851138187996
background,0.00982410904204645
background,0.005994883950732329
background,0.01136678255758702
background,0.02569887715376523
background,0.006822167037206268
background,0.008059228328767726
background,0.016095449043610512
background,0.007074273104594535
background,0.011273560095466746
background,0.017469081048206703
background,0.008061955518986393
background,0.014422986010782842
background,0.020918895914377122
background,0.005407030156922501
background,0.010816696475109267
background,0.009552299118130523
background,0.010595727308591762
background,0.009336789495498123
background,0.007479480115078973
background,0.005964933354240445
background,0.005402212966926564
background,0.007886305771400258
background,0.011082715329044264
background,0.005544558594393975
background,0.006941568568614466
background,0.03273991616358433
background,0.015269004551851212
background,0.013801723134111508
background,0.00600499178335662
background,0.006679969305927754
background,0.0032825760391431776
background,0.015936249455892677
background,0.00991556154868955
background,0.016922986879046534
background,0.00572260930749543
background,0.009450033868401625
background,0.015647749568276748
background,0.007660171512094419
background,0.00931013731141648
background,0.010682585187249885
background,0.00640847037236483
background,0.023552461396827044
background,0.0054447778426449595
background,0.005200732170278244
background,0.006780121437007385
background,0.00801281192145195
background,0.013820658289176946
background,0.030377271359119322
background,0.007574174478681525
background,0.010333263363317009
background,0.01009594808575992
background,0.014020680869677588
background,0.004625660293760032
background,0.011194518215359783
background,0.016971728890509227
background,0.021445215515729567
background,0.010337859148711308
background,0.007023889047394459
background,0.01014023331078203
background,0.009502818364943119
background,0.006571348641774411
background,0.022180253096709148
background,0.031874817012641436
background,0.015316955220524066
background,0.012355234255849343
background,0.014940801375083107
background,0.03322265967936497
background,0.011836942319809564
background,0.005191878391934474
background,0.0298322665453352
background,0.007557788643397568
background,0.014794878392527504
background,0.00985630308101573
